"x","y","gr1","gr2","gr3"
440,0,0.7618750061882,0.219496890013936,0.0186281037978639
450,0,0.758290962280934,0.223373430023012,0.0183356076960545
460,0,0.754655922476696,0.227297995835244,0.018046081688059
470,0,0.750970007427876,0.231270480395131,0.0177595121769935
480,0,0.7472333642551,0.235290749833996,0.0174758859109045
490,0,0.743446167090641,0.239358642937813,0.0171951899715455
500,0,0.739608617600782,0.243473970636476,0.0169174117627414
510,0,0.735720945485464,0.247636515516186,0.0166425389983503
520,0,0.731783408953534,0.251846031356639,0.0163705596898266
530,0,0.727796295171895,0.256102242694707,0.016101462133398
540,0,0.723759920686882,0.260404844416255,0.0158352348968626
550,0,0.719674631816179,0.2647535013778,0.0155718668060214
560,0,0.715540805009635,0.26914784805961,0.0153113469307554
570,0,0.711358847177332,0.273587488251904,0.0150536645707642
580,0,0.707129195983311,0.27807199477571,0.0147988092409793
590,0,0.702852320103377,0.282600909239953,0.0145467706566696
600,0,0.698528719445464,0.287173741836277,0.0142975387182581
610,0,0.69415892533108,0.291789971173053,0.0140511034958665
620,0,0.689743500636408,0.296449044149981,0.0138074552136115
630,0,0.685283039891705,0.301150375874623,0.0135665842336719
640,0,0.680778169337715,0.305893349622134,0.0133284810401514
650,0,0.676229546937868,0.310677316839371,0.0130931362227604
660,0,0.671637862345152,0.315501597194505,0.0128605404603428
670,0,0.667003836822597,0.320365478673129,0.0126306845042745
680,0,0.662328223116445,0.325268217721794,0.0124035591617606
690,0,0.657611805281146,0.330209039439793,0.0121791552790605
700,0,0.652855398455455,0.335187137819875,0.0119574637246708
710,0,0.648059848588995,0.34020167603851,0.0117384753724949
720,0,0.643226032118804,0.345251786796163,0.0115221810850333
730,0,0.638354855595464,0.350336572707913,0.0113085716966231
740,0,0.633447255258579,0.355455106744658,0.0110976379967625
750,0,0.628504196561473,0.360606432724977,0.0108893707135506
760,0,0.623526673645137,0.365789565857585,0.0106837604972779
770,0,0.618515708761584,0.371003493334216,0.0104807979041998
780,0,0.613472351646905,0.376247174972566,0.0102804733805283
790,0,0.608397678844486,0.381519543908839,0.0100827772466747
800,0,0.603292792978973,0.38681950733925,0.00988769968177708
810,0,0.59815882198173,0.392145947309722,0.00969523070854824
820,0,0.592996918268675,0.39749772155285,0.00950536017847469
830,0,0.58780825787154,0.402873664371058,0.0093180777574019
840,0,0.582594039523723,0.40827258756474,0.00913337291153718
850,0,0.577355483702081,0.413693281404016,0.00895123489390228
860,0,0.572093831626112,0.419134515642622,0.00877165273126664
870,0,0.566810344216152,0.424595040572257,0.00859461521159134
880,0,0.561506301012332,0.430073588115656,0.0084201108720127
890,0,0.556182999056156,0.435568872956451,0.00824812798739356
900,0,0.550841751736723,0.441079593703809,0.00807865455946855
910,0,0.545483887603705,0.446604434089686,0.00791167830660879
920,0,0.540110749149316,0.452142064196454,0.00774718665422954
930,0,0.534723691561629,0.457691141712508,0.00758516672586291
940,0,0.529324081451668,0.463250313213416,0.00742560533491618
950,0,0.523913295556828,0.468818215466037,0.00726848897713425
960,0,0.518492719423233,0.474393476752984,0.00711380382378289
970,0,0.51306374606972,0.479974718214712,0.00696153571556787
980,0,0.507627774636229,0.485560555206468,0.00681167015730275
990,0,0.502186209019379,0.491149598667285,0.00666419231333586
1000,0,0.496740456498127,0.496740456498127,0.00651908700374565
0,10,0.864764742775599,0.0979718035596722,0.0372634536647285
10,10,0.863219773353882,0.0999943580766012,0.0367858685695172
20,10,0.861633935068342,0.102053499209855,0.0363125657218023
30,10,0.860006800555404,0.104149689427325,0.0358435100172706
40,10,0.858337944188714,0.106283388951797,0.0353786668594892
50,10,0.856626942478974,0.108455055358334,0.0349180021626921
60,10,0.854873374487515,0.110665143158087,0.0344614823543987
70,10,0.853076822253614,0.112914103368529,0.034009074377857
80,10,0.851236871235582,0.115202383070116,0.0335607456943025
90,10,0.849353110765568,0.117530424949409,0.0331164642850232
100,10,0.847425134518042,0.119898666828735,0.0326761986532228
110,10,0.845452540991855,0.122307541182474,0.0322399178256715
120,10,0.843434934005757,0.124757474640107,0.0318075913541357
130,10,0.841371923207232,0.127248887476192,0.0313791893165761
140,10,0.839263124594428,0.129782193087467,0.0309546823181041
150,10,0.837108161050992,0.13235779745732,0.0305340414916871
160,10,0.834906662893508,0.134976098607901,0.0301172384985912
170,10,0.832658268431252,0.137637486040197,0.0297042455285512
180,10,0.830362624537909,0.140342340162434,0.029295035299657
190,10,0.828019387234852,0.143091031707201,0.0288895810579467
200,10,0.825628222285556,0.145883921137751,0.0284878565766933
210,10,0.823188805800647,0.148721358043976,0.0280898361553768
220,10,0.820700824853076,0.151603680528596,0.0276954946183288
230,10,0.818163978102814,0.154531214584147,0.0273048073130395
240,10,0.815577976430459,0.157504273461424,0.0269177501081171
250,10,0.812942543579058,0.160523157030054,0.0265342993908872
260,10,0.810257416803421,0.163588151131955,0.0261544320646236
270,10,0.80752234752614,0.166699526928461,0.025778125545399
280,10,0.804737101999473,0.16985754024198,0.0254053577585462
290,10,0.801901461972216,0.173062430893065,0.0250361071347191
300,10,0.799015225360593,0.176314422033861,0.024670352605546
310,10,0.796078206922199,0.179613719478938,0.0243080735988636
320,10,0.793090238931921,0.182960511034554,0.0239492500335254
330,10,0.790051171858749,0.186354965827476,0.0235938623137754
340,10,0.786960875042311,0.18979723363451,0.0232418913231788
350,10,0.783819237367937,0.193287444213959,0.0228933184181048
360,10,0.780626167938982,0.196825706640265,0.0225481254207527
370,10,0.777381596745119,0.200412108643164,0.0222062946117177
380,10,0.774085475325227,0.204046715952682,0.0218678087220908
390,10,0.770737777423499,0.207729571651413,0.0215326509250881
400,10,0.767338499637305,0.211460695535487,0.0212008048272078
410,10,0.763887662055344,0.215240083485744,0.0208722544589115
420,10,0.760385308884557,0.219067706850614,0.0205469842648287
430,10,0.756831509064237,0.222943511842277,0.0202249790934853
440,10,0.753226356865762,0.226867418947682,0.0199062241865555
450,10,0.749569972476317,0.230839322356043,0.0195907051676401
460,10,0.745862502564979,0.234859089404447,0.0192784080305742
470,10,0.742104120829484,0.238926560043247,0.0189693191272688
480,10,0.738295028522021,0.243041546322887,0.0186634251550917
490,10,0.734435454952339,0.247203831903866,0.0183607131437948
500,10,0.730525657966489,0.251413171591514,0.0180611704419966
510,10,0.726565924399495,0.255669290897276,0.0177647847032292
520,10,0.722556570500267,0.259971885628172,0.0174715438715609
530,10,0.718497942327076,0.264320621506116,0.0171814361668077
540,10,0.714390416111916,0.268715133818738,0.0168944500693465
550,10,0.71023439859212,0.273155027103333,0.0166105743045468
560,10,0.706030327307622,0.277639874865542,0.0163297978268369
570,10,0.701778670862262,0.282169219334314,0.0160521098034238
580,10,0.697479929147638,0.286742571254676,0.0157774995976861
590,10,0.693134633527972,0.291359409719767,0.0155059567522612
600,10,0.6887433469846,0.296019182043549,0.0152374709718508
610,10,0.684306664218694,0.300721303675538,0.0149720321057672
620,10,0.679825211710916,0.305465158158837,0.014709630130247
630,10,0.675299647736794,0.310250097132647,0.0144502551305592
640,10,0.670730662336667,0.315075440380397,0.0141938972829359
650,10,0.666118977239161,0.319940475924485,0.0139405468363538
660,10,0.66146534573722,0.32484446016858,0.0136901940942
670,10,0.65677055251586,0.32978661808829,0.0134428293958504
680,10,0.652035413430891,0.334766143470913,0.0131984430981965
690,10,0.647260775237976,0.339782199204872,0.0129570255571525
700,10,0.642447515271518,0.344833917619303,0.0127185671091782
710,10,0.637596541072988,0.349920400874159,0.0124830580528526
720,10,0.632708789968429,0.355040721401035,0.0122504886305355
730,10,0.627785228595023,0.360193922394826,0.0120208490101513
740,10,0.622826852376726,0.365379018356139,0.0117941292671351
750,10,0.617834684949125,0.370594995684299,0.0115703193665762
760,10,0.612809777533816,0.375840813320586,0.0113494091455978
770,10,0.607753208262742,0.381115403441248,0.01113138829601
780,10,0.60266608145308,0.386417672199645,0.0109162463472747
790,10,0.597549526833424,0.391746500516758,0.0107039726498181
800,10,0.592404698722126,0.397100744919144,0.0104945563587301
810,10,0.587232775158861,0.402479238423253,0.0102879864178858
820,10,0.58203495699057,0.407880791464904,0.0100842515445255
830,10,0.576812466913116,0.413304192872555,0.00988334021432893
840,10,0.571566548470127,0.418748210882856,0.00968524064701729
850,10,0.566298465010635,0.424211594196847,0.00948994079251796
860,10,0.561009498607245,0.429693073075032,0.0092974283177227
870,10,0.555700948936727,0.435191360469402,0.00910769059387123
880,10,0.550374132125026,0.440705153190385,0.00892071468458944
890,10,0.545030379558819,0.44623313310657,0.00873648733461052
900,10,0.539671036665863,0.451773968374931,0.00855499495920519
910,10,0.534297461666472,0.457326314699183,0.00837622363434584
920,10,0.52891102429858,0.462888816613793,0.00820015908762724
930,10,0.523513104518939,0.468460108791097,0.00802678668996479
940,10,0.518105091183055,0.474038817368856,0.00785609144808883
950,10,0.512688380706587,0.479623561295561,0.00768805799785195
960,10,0.507264375710953,0.485212953690684,0.00752267059836325
970,10,0.501834483655985,0.490805603217053,0.00735991312696221
980,10,0.496400115462479,0.496400115462479,0.00719976907504156
990,10,0.490962684127564,0.501995094327709,0.00704222154472667
1000,10,0.485523603335799,0.507589143417784,0.00688725324641673
0,20,0.858355851860435,0.101665237039051,0.0399789111005135
10,20,0.856777012658415,0.103758551350079,0.0394644359915054
20,20,0.855156073591832,0.105889394963145,0.0389545314450238
30,20,0.853492611763922,0.108058226827318,0.0384491614087592
40,20,0.851786206779745,0.110265502852833,0.0379482903674215
50,20,0.850036441173142,0.112511675480858,0.037451883346
60,20,0.848242900847539,0.114797193239648,0.0369599059128135
70,20,0.846405175530564,0.117122500287096,0.03647232418234
80,20,0.844522859242414,0.11948803593977,0.035989104817816
90,20,0.842595550777889,0.121894234188515,0.0355102150335959
100,20,0.840622854201991,0.124341523200749,0.0350356225972593
110,20,0.838604379358905,0.126830324809638,0.0345652958314569
120,20,0.836539742394198,0.129361053990319,0.0340992036154822
130,20,0.834428566290005,0.131934118323435,0.0336373153865598
140,20,0.832270481412925,0.134549917446239,0.0331796011408363
150,20,0.830065126074337,0.137208842491599,0.032726031434064
160,20,0.82781214710278,0.139911275515255,0.032276577381965
170,20,0.825511200428005,0.142657588911731,0.0318312106602634
180,20,0.823161951676269,0.145448144819357,0.0313899035043742
190,20,0.82076407677638,0.148283294514884,0.0309526287087361
200,20,0.818317262575971,0.151163377798252,0.0305193596257776
210,20,0.815821207467421,0.154088722368077,0.0300900701645026
220,20,0.81327562202279,0.157059643188525,0.029664734788685
230,20,0.810680229637097,0.160076441848243,0.0292433285146598
240,20,0.808034767179198,0.163139405912102,0.0288258269086994
250,20,0.805338985649498,0.166248808266538,0.0284122060839637
260,20,0.802592650843636,0.169404906459352,0.0280024426970127
270,20,0.799795544021277,0.172607942034852,0.0275965139438707
280,20,0.796947462579054,0.175858139865314,0.0271943975556322
290,20,0.794048220726662,0.179155707479739,0.0267960717935989
300,20,0.791097650165061,0.182500834391001,0.0264015154439382
310,20,0.788095600765675,0.18589369142247,0.0260107078118552
320,20,0.785041941249441,0.18933443003529,0.0256236287152687
330,20,0.78193655986449,0.192823181657527,0.0252402584779831
340,20,0.778779365061202,0.196360057016446,0.0248605779223515
350,20,0.77557028616334,0.199945145475239,0.0244845683614207
360,20,0.77230927403388,0.203578514375565,0.0241122115905549
370,20,0.768996301734167,0.2072602083873,0.0237434898785327
380,20,0.765631365174926,0.21099024886696,0.023378385958114
390,20,0.762214483757651,0.214768633226274,0.0230168830160743
400,20,0.758745701004847,0.218595334312448,0.0226589646827053
410,20,0.755225085177555,0.222470299801664,0.0223046150207804
420,20,0.751652729878578,0.226393451607434,0.0219538185139878
430,20,0.748028754639774,0.230364685305394,0.0216065600548321
440,20,0.744353305491767,0.234383869576225,0.0212628249320077
450,20,0.740626555514423,0.238450845668326,0.0209225988172504
460,20,0.736848705366382,0.242565426881946,0.0205858677516715
470,20,0.733019983791968,0.246727398076449,0.0202526181315834
480,20,0.729140648103763,0.250936515202411,0.0199228366938262
490,20,0.72521098463915,0.255192504860246,0.0195965105006044
500,20,0.721231309189111,0.259495063887041,0.0192736269238477
510,20,0.717201967397602,0.263843858973289,0.0189541736291096
520,20,0.713123335129824,0.268238526311158,0.0186381385590175
530,20,0.708995818807746,0.272678671275959,0.0183255099162945
540,20,0.704819855711241,0.27716386814239,0.0180162761463687
550,20,0.70059591424327,0.281693659837138,0.017710425919592
560,20,0.696324494157543,0.286267557729366,0.0174079481130909
570,20,0.692006126747186,0.290885041460543,0.0171088317922711
580,20,0.687641374992946,0.295545558815052,0.0168130661920024
590,20,0.683230833669576,0.300248525632913,0.0165206406975116
600,20,0.678775129409077,0.304993325765914,0.016231544825009
610,20,0.674274920719571,0.309779311078348,0.0159457682020818
620,20,0.669730897958641,0.314605801493476,0.0156633005478823
630,20,0.665143783260102,0.319472085086751,0.015384131653147
640,20,0.6605143304132,0.324377418226724,0.0151082513600768
650,20,0.655843324693413,0.32932102576447,0.0148356495421177
660,20,0.651131582644073,0.334302101272252,0.0145663160836746
670,20,0.646379951808182,0.339319807332019,0.0143002408597984
680,20,0.64158931040989,0.344373275874226,0.0140374137158834
690,20,0.63676056698525,0.349461608567335,0.0137778244474145
700,20,0.631894659961976,0.354583877258219,0.0135214627798051
710,20,0.62699255718807,0.359739124463565,0.0132683183483652
720,20,0.622055255409328,0.36492636391223,0.0130183806784419
730,20,0.617083779695871,0.370144581138356,0.0127716391657729
740,20,0.612079182817977,0.375392734124927,0.0125280830570961
750,20,0.607042544571669,0.380669753997276,0.0122877014310555
760,20,0.601974971054633,0.38597454576592,0.012050483179447
770,20,0.596877593893195,0.39130598911796,0.0118164169888446
780,20,0.591751569421242,0.396662939256109,0.0115854913226488
790,20,0.58659807781212,0.402044227784283,0.0113576944035974
800,20,0.581418322164677,0.407448663638543,0.0111330141967798
810,20,0.576213527544791,0.412875034062015,0.0109114383931933
820,20,0.570984939983835,0.418322105622285,0.0106929543938801
830,20,0.565733825435693,0.423788625269625,0.0104775492946823
840,20,0.560461468694081,0.429273321434268,0.0102652098716504
850,20,0.555169172272042,0.434774905160817,0.0100559225671405
860,20,0.549858255245621,0.440292071277746,0.00984967347663305
870,20,0.54453005206386,0.445823499599837,0.00964644833630345
880,20,0.539185911327342,0.451367856161282,0.00944623251137579
890,20,0.533827194537651,0.456923794477063,0.00924901098528564
900,20,0.528455274820187,0.462489956830135,0.00905476834967804
910,20,0.523071535622898,0.468064975581838,0.00886348879526392
920,20,0.517677369393557,0.473647474502887,0.00867515610355581
930,20,0.512274176238275,0.479236070122224,0.00848975363950156
940,20,0.506863362564053,0.484829373090915,0.00830726434503208
950,20,0.50144633970818,0.490425989558283,0.00812767073353697
960,20,0.496024522557361,0.496024522557361,0.0079509548852789
970,20,0.490599328159487,0.501623573396758,0.00777709844375523
980,20,0.485172174330992,0.507221743055995,0.00760608261301278
990,20,0.479744478262735,0.512817633581347,0.00743788815591855
1000,20,0.474317655127378,0.518409849479235,0.00727249539338707
0,30,0.851666893263776,0.10545734845694,0.0428757582792838
10,30,0.850055214925564,0.107623027972477,0.0423217571019583
20,30,0.848400193640633,0.109827176382554,0.0417726299768134
30,30,0.846701412200363,0.11207024770279,0.0412283400968474
40,30,0.84495845671561,0.114352692062778,0.0406888512216114
50,30,0.843170917071021,0.11667495524802,0.0401541276809587
60,30,0.841338387393197,0.119037478228272,0.0396241343785314
70,30,0.839460466532628,0.121440696672396,0.0390988367949757
80,30,0.837536758559281,0.123885040449846,0.0385782009908725
90,30,0.835566873271681,0.126370933118948,0.0380621936093711
100,30,0.833550426719319,0.128898791402166,0.037550781878515
110,30,0.831487041738146,0.131469024648608,0.0370439336132459
120,30,0.829376348498901,0.134082034284025,0.0365416172170734
130,30,0.827217985067966,0.136738213248636,0.0360438016833983
140,30,0.825011597980401,0.139437945423124,0.0355504565964754
150,30,0.822756842824775,0.142181605043222,0.0350615521320031
160,30,0.820453384839359,0.144969556103314,0.0345770590573261
170,30,0.818100899519194,0.147802151749568,0.0340969487312387
180,30,0.815699073233506,0.150679733663119,0.0336211931033746
190,30,0.813247603852909,0.153602631433921,0.0331497647131698
200,30,0.810746201385739,0.156571161925874,0.0326826366883865
210,30,0.808194588622865,0.159585628633952,0.0322197827431832
220,30,0.805592501790229,0.162646321034051,0.0317611771757199
230,30,0.802939691208359,0.165753513926356,0.0313067948652848
240,30,0.800235921957973,0.168907466773097,0.0308566112689296
250,30,0.797480974550839,0.172108423031558,0.030410602417603
260,30,0.794674645604902,0.175356609483329,0.0299687449117691
270,30,0.791816748522702,0.178652235560797,0.0295310159165007
280,30,0.788907114172037,0.181995492671926,0.0290973931560364
290,30,0.78594559156774,0.185386553524469,0.0286678549077914
300,30,0.782932048553442,0.188825571450745,0.028242379995813
310,30,0.779866372482091,0.192312679734238,0.0278209477836719
320,30,0.776748470893973,0.195847990939246,0.0274035381667816
330,30,0.773578272190923,0.199431596244938,0.0269901315641385
340,30,0.770355726305366,0.203063564785157,0.0265807089094774
350,30,0.767080805362781,0.206743942995382,0.0261752516418367
360,30,0.763753504336144,0.210472753968326,0.0257737416955298
370,30,0.760373841690848,0.214249996819633,0.0253761614895189
380,30,0.75694186001858,0.218075646065229,0.0249824939161912
390,30,0.753457626658574,0.221949651011891,0.0245927223295352
400,30,0.749921234304662,0.225871935162618,0.02420683053272
410,30,0.746332801596459,0.229842395638463,0.0238248027650778
420,30,0.74269247369307,0.233860902618435,0.0234466236884955
430,30,0.739000422827596,0.237927298799185,0.0230722783732192
440,30,0.735256848840794,0.242041398876127,0.0227017522830794
450,30,0.73146197969214,0.246202989047715,0.0223350312601444
460,30,0.727616071946621,0.250411826544566,0.0219721015088134
470,30,0.723719411235514,0.254667639185126,0.0216129495793598
480,30,0.719772312689466,0.258970124959595,0.0212575623509392
490,30,0.715775121342151,0.263318951643772,0.0209059270140768
500,30,0.711728212502845,0.267713756444503,0.0205580310526519
510,30,0.70763199209623,0.272154145678372,0.0202138622253978
520,30,0.703486896967822,0.27663969448524,0.0198734085469387
530,30,0.699293395153396,0.281169946578219,0.0195366582683853
540,30,0.695051986110875,0.285744414031612,0.0192035998575138
550,30,0.690763200913154,0.290362577108292,0.0188742219785544
560,30,0.686427602400423,0.295023884127959,0.0185485134716179
570,30,0.682045785290588,0.299727751377623,0.018226463331789
580,30,0.677618376246464,0.304473563065617,0.0179080606879185
590,30,0.673146033898513,0.30926067132034,0.0175932947811469
600,30,0.668629448821938,0.314088396234867,0.0172821549431951
610,30,0.664069343467081,0.318956025958462,0.0169746305744573
620,30,0.659466472042139,0.323862816835927,0.0166707111219343
630,30,0.654821620347319,0.328807993595635,0.016370386057046
640,30,0.650135605559677,0.333790749586959,0.0160736448533648
650,30,0.645409275967972,0.338810247067719,0.0157804769643089
660,30,0.640643510657029,0.34386561754213,0.0154908718008411
670,30,0.635839219141171,0.348955962149614,0.0152048187092145
680,30,0.630997340946473,0.354080352104717,0.0149223069488107
690,30,0.626118845141677,0.359237829188208,0.0146433256701152
700,30,0.621204729817775,0.364427406289348,0.0143678638928767
710,30,0.616256021516387,0.369648067999119,0.0140959104844947
720,30,0.611273774607222,0.374898771254094,0.0138274541386839
730,30,0.606259070615053,0.380178446030487,0.0135624833544603
740,30,0.601213017496776,0.385485996087728,0.0133009864154968
750,30,0.59613674886928,0.390820299760826,0.0130429513698936
760,30,0.591031423189018,0.396180210800572,0.0127883660104104
770,30,0.585898222884275,0.40156455926052,0.0125372178552045
780,30,0.580738353441348,0.406972152429532,0.0122894941291208
790,30,0.575553042445918,0.412401775808505,0.0120451817455765
800,30,0.570343538581116,0.4178521941298,0.0118042672890837
810,30,0.565111110583866,0.423322152417683,0.0115667369984512
820,30,0.55985704616126,0.428810377088034,0.0113325767507058
830,30,0.554582650868855,0.434315577085374,0.0111017720457712
840,30,0.54928924695288,0.439836445055178,0.0108743079919417
850,30,0.543978172158501,0.445371658549313,0.0106501692921855
860,30,0.538650778506385,0.450919881262304,0.0104293402313105
870,30,0.533308431039923,0.456479764296054,0.0102118046640233
880,30,0.527952506545565,0.462049947450526,0.00999754600390932
890,30,0.522584392248837,0.467629060537802,0.00978654721336183
900,30,0.517205484488653,0.473215724716866,0.00957879079448094
910,30,0.511817187372668,0.478808553846367,0.00937425878096537
920,30,0.506420911416425,0.48440615585256,0.00917293273101427
930,30,0.501018072169163,0.490007134109582,0.00897479372125464
940,30,0.495610088829147,0.495610088829147,0.00877982234170693
950,30,0.490198382851462,0.50121361845674,0.00858799869179834
960,30,0.484784376551217,0.506816321071353,0.00839930237743033
970,30,0.479369491705117,0.512416795785779,0.00821371250910433
980,30,0.473955148154374,0.51801364414452,0.00803120770110595
990,30,0.468542762411932,0.523605471516322,0.00785176607174546
1000,30,0.463133746276938,0.529190888478412,0.00767536524464935
0,40,0.844689249212349,0.109346786878489,0.045963963909162
10,40,0.843045946111733,0.111586406546842,0.0453676473414256
20,40,0.841358046823514,0.113865429570263,0.044776523606223
30,40,0.839625141080563,0.116184303534791,0.0441905553846467
40,40,0.837846822806649,0.118543471239311,0.0436097059540405
50,40,0.836022690598169,0.120943370209592,0.0430339391922385
60,40,0.834152348219641,0.123384432198877,0.0424632195814822
70,40,0.832235405112812,0.125867082675184,0.0418975122120043
80,40,0.830271476919204,0.128391740295532,0.0413367827852638
90,40,0.828260186015873,0.130958816367308,0.0407809976168194
100,40,0.82620116206412,0.133568714297053,0.040230123638827
110,40,0.824094042570858,0.136221829026996,0.0396841284021467
120,40,0.821938473462293,0.138918546459663,0.0391429800780442
130,40,0.819734109669529,0.141659242870998,0.0386066474594737
140,40,0.817480615725667,0.144444284312408,0.0380750999619252
150,40,0.815177666373923,0.147274026002254,0.0375483076238232
160,40,0.812824947186234,0.150148811707305,0.0370262411064614
170,40,0.810422155191779,0.153068973114763,0.0365088716934578
180,40,0.807968999514792,0.156034829195491,0.0359961712897174
190,40,0.805465202020983,0.159046685559131,0.0354881124198859
200,40,0.802910497971848,0.162104833801871,0.0349846682262815
210,40,0.800304636686074,0.165209550847636,0.03448581246629
220,40,0.797647382207216,0.168361098283575,0.0339915195092097
230,40,0.794938513976745,0.171559721690722,0.0335017643325327
240,40,0.792177827511535,0.174805649970816,0.0330165225176496
250,40,0.789365135084771,0.178099094670263,0.0325357702449653
260,40,0.786500266409259,0.181440249302328,0.0320594842884136
270,40,0.783583069321988,0.184829288668652,0.0315876420093601
280,40,0.780613410468829,0.188266368181288,0.0311202213498827
290,40,0.777591175988125,0.191751623186455,0.0306572008254196
300,40,0.774516272191921,0.195285168291303,0.0301985595167762
310,40,0.771388626243525,0.198867096694991,0.0297442770614841
320,40,0.76820818683003,0.202497479525467,0.029294333644503
330,40,0.764974924828385,0.206176365183352,0.0288487099882632
340,40,0.761688833963573,0.209903778694387,0.0284073873420401
350,40,0.758349931457382,0.213679721071957,0.0279703474706615
360,40,0.754958258666244,0.217504168691213,0.0275375726425426
370,40,0.751513881706574,0.221377072676376,0.0271090456170498
380,40,0.748016892065979,0.225298358302827,0.0266847496311942
390,40,0.74446740719873,0.229267924415615,0.0262646683856557
400,40,0.740865571103812,0.233285642866043,0.0258487860301451
410,40,0.737211554883879,0.237351357968016,0.0254370871481054
420,40,0.733505557283408,0.241464885975828,0.0250295567407643
430,40,0.729747805204341,0.245626014585115,0.0246261802105442
440,40,0.72593855419749,0.249834502458669,0.0242269433438416
450,40,0.722078088927984,0.254090078778826,0.0238318322931903
460,40,0.718166723613039,0.258392442828141,0.0234408335588205
470,40,0.714204802430334,0.262741263600032,0.0230539339696337
480,40,0.710192699895311,0.267136179441078,0.0226711206636106
490,40,0.706130821205703,0.271576797726624,0.0222923810676728
500,40,0.702019602551672,0.276062694571306,0.021917702877022
510,40,0.697859511389919,0.2805934145761,0.0215470740339818
520,40,0.69365104668022,0.285168470613413,0.0211804827063673
530,40,0.689394739082848,0.289787343651738,0.020817917265414
540,40,0.685091151115428,0.294449482621277,0.0204593662632947
550,40,0.68074087726781,0.299154304321932,0.0201048184102586
560,40,0.676344544073633,0.30390119337494,0.0197542625514271
570,40,0.671902810137323,0.308689502219394,0.0194076876432827
580,40,0.667416366115337,0.313518551154774,0.0190650827298894
590,40,0.662885934650576,0.318387628430538,0.0187264369188853
600,40,0.658312270258981,0.32329599038373,0.0183917393572886
610,40,0.653696159167405,0.328242861625434,0.0180609792071611
620,40,0.649038419102007,0.33322743527682,0.0177341456211728
630,40,0.644339899026483,0.338248873255402,0.0174112277181153
640,40,0.639601478829604,0.343306306611986,0.0170922145584098
650,40,0.634824068961637,0.348398835918703,0.0167770951196598
660,40,0.630008610019355,0.353525531708349,0.0164658582722961
670,40,0.625156072279496,0.358685434965138,0.0161584927553658
680,40,0.620267455180649,0.363877557666836,0.015854987152516
690,40,0.615343786753691,0.369100883378087,0.0155553298682218
700,40,0.610386123001061,0.374354367894626,0.0152595091043131
710,40,0.605395547225273,0.379636939937878,0.0149675128368496
720,40,0.600373169307254,0.384947501899348,0.0146793287933972
730,40,0.595320124935225,0.390284930634019,0.0143949444307559
740,40,0.590237574784977,0.39564807830183,0.0141143469131927
750,40,0.585126703652595,0.401035773256177,0.0138375230912273
760,40,0.57998871954077,0.406446820978208,0.0135644594810221
770,40,0.574824852700034,0.411880005055541,0.0132951422444251
