"x","y","psi","spp"
325.240832287818,556.208992376924,1,30
416.526598390192,777.244691271335,2,12
505.687593948096,923.86056156829,2,9
617.336421972141,175.269017228857,2,42
585.414386121556,494.632009183988,2,18
899.230673676357,264.60593403317,1,7
574.902723543346,121.850946452469,2,29
313.261902425438,133.218388073146,2,15
480.002025375143,451.129069784656,1,9
595.621371874586,631.996981799603,1,21
67.4024804029614,699.452658416703,3,34
734.873360022902,188.73349041678,2,7
643.50289455615,222.262674476951,1,19
67.3548493068665,374.668759061024,2,45
697.47218885459,561.604173388332,2,19
349.26046221517,333.294794661924,2,13
314.073899993673,624.30055742152,3,20
982.316887704656,954.735683277249,2,32
750.116250477731,644.086332060397,2,18
704.857191070914,699.159814976156,1,9
222.896154038608,258.387619629502,2,9
255.22513105534,479.270316427574,1,16
650.278991553932,716.10208763741,2,21
617.265564389527,879.295727005228,3,40
253.344082273543,597.651805030182,1,12
518.791281618178,871.95681896992,2,13
42.3228598665446,64.8111605551094,1,3
470.853390172124,131.422448903322,1,30
876.224666368216,987.010154407471,2,7
949.819611851126,170.249887742102,2,47
756.004152819514,193.230959586799,1,12
926.369913853705,85.5156856123358,1,21
556.916653178632,725.263326894492,2,1
619.347434490919,906.045394949615,2,28
932.257000356913,431.04867101647,2,13
671.142858918756,307.578801643103,2,29
51.3235786929727,512.997796060517,1,49
176.438224967569,272.004974540323,1,30
550.864591961727,459.486995823681,2,17
201.110324589536,539.431586395949,3,44
8.11584782786667,931.160689797252,3,6
722.725574625656,141.828590771183,1,18
925.620419438928,926.378615666181,2,19
925.581137416884,349.902312504128,2,7
189.729635138065,282.549056457356,1,9
354.583374923095,503.52438329719,1,10
95.7017710898072,722.132577328011,3,17
76.2725553940982,281.079082284123,1,9
190.189280314371,662.238991819322,3,17
264.872304862365,693.925414001569,2,21
122.134932782501,688.833414576948,3,10
7.91243277490139,366.914571495727,1,7
23.7201720010489,844.811444170773,3,1
393.437251215801,880.041574360803,3,46
161.100688390434,266.234519192949,1,14
369.342118036002,701.85551000759,3,9
439.717847853899,587.428851053119,1,14
997.099230298772,895.783182932064,2,15
819.249000633135,463.73131335713,2,39
683.323222678155,842.450838303193,2,45
658.241947181523,113.532051676884,1,32
600.403723074123,39.8349948227406,1,5
107.084272429347,505.470168078318,3,46
638.079298660159,970.14144808054,3,33
260.211203945801,309.238350717351,1,7
581.881184829399,211.866409983486,1,4
973.211672157049,518.378510139883,2,28
839.522903552279,716.984271537513,3,20
659.170150291175,645.390745485201,2,35
402.259134454653,428.467136342078,2,45
98.291291622445,820.979432435706,1,23
319.468302419409,757.104529999197,3,34
995.79369626008,406.422090949491,2,19
726.288641337305,558.211774099618,3,34
686.896445928141,9.65769309550524,1,16
629.259285284206,871.033028000966,2,39
803.41767007485,18.8014621380717,2,11
543.194812489673,555.97553611733,2,37
861.800134181976,575.855430681258,2,15
984.195038443431,180.826592259109,2,22
589.40471871756,585.542539600283,3,29
55.7639650069177,719.376280438155,3,39
527.186320861802,736.881642835215,3,25
619.151212275028,740.738945314661,3,33
162.35734266229,663.320779334754,1,25
940.457270015031,107.955483486876,2,19
94.9534741230309,111.571559915319,1,18
811.324252048507,739.987181965262,2,45
993.131255032495,761.890105903149,2,27
644.329000264406,398.331429809332,2,7
252.88836681284,226.263018557802,2,44
207.669743336737,0.293354736641049,1,35
819.342608796433,881.457336246967,2,15
271.724660415202,196.105191949755,3,40
832.643491216004,195.695728296414,1,49
540.848610224202,258.877261076123,1,11
946.082732407376,477.292063180357,2,47
821.90213445574,413.452962879092,2,32
966.7767372448,870.594104751945,2,13
923.934166319668,417.953680967912,2,32
758.804684504867,384.106448618695,3,39
505.166420014575,498.593409080058,2,36
888.3602891583,205.143475439399,2,9
135.224057827145,149.485729634762,1,40
130.57995471172,814.569636248052,3,46
922.843313543126,736.49284732528,2,19
748.038552701473,760.420535458252,3,25
53.167387843132,76.1740731541067,2,28
888.085899641737,77.7647660579532,1,28
109.725192887709,840.973577694967,3,38
592.730831820518,877.22065881826,2,2
281.64910315536,491.032891906798,2,29
337.718944298103,527.050244854763,2,12
498.143404722214,195.933066541329,2,39
594.144800677896,39.6934510208666,2,1
424.354081507772,146.890631411225,1,3
290.958007331938,260.907724732533,1,20
48.1767149176449,265.707612736151,2,9
308.325354941189,126.531700138003,1,5
876.894003013149,723.489993717521,3,39
877.767224563286,416.65310272947,1,3
243.719093035907,756.175787886605,3,46
984.440077794716,679.880543379113,2,28
886.504390276968,815.618247026578,2,47
43.710932135582,633.566690143198,3,40
374.664020026103,670.924908481538,2,44
54.7081066761166,610.271856887266,1,20
767.692612484097,641.20020577684,1,35
149.506237125024,573.192680021748,3,41
966.848894488066,902.33132103458,2,42
626.688059419394,898.807914927602,3,42
106.133956462145,441.448896890506,2,29
187.042614677921,461.816584691405,3,6
821.542461169884,18.6889546457678,2,7
653.090972686186,110.219383845106,1,5
112.306555267423,379.610036266968,2,43
593.493736349046,904.568925965577,3,25
479.501449503005,159.477735403925,1,38
333.417144836858,794.670935953036,2,17
286.322673782706,972.762153949589,3,30
291.868915315717,281.092158751562,3,1
100.969520164654,580.266956472769,1,16
93.0421827360988,697.750296909362,2,9
288.753119762987,49.609737470746,2,29
752.420596312732,115.98792579025,1,5
919.00174273178,610.591521020979,2,15
984.721316024661,695.661946432665,2,15
278.059824835509,655.383683275431,3,28
338.460028637201,574.920661281794,3,17
50.6850045640022,40.6773528084159,1,49
87.3401127755642,640.289441216737,2,7
337.336857337505,402.468180051073,2,32
251.038138521835,801.535733276978,2,2
362.837523920462,235.82017980516,2,36
742.127480218187,213.221142999828,1,16
706.643337383866,633.832913357764,2,23
779.732819413766,21.6672853566706,1,44
401.24857914634,658.628153149039,3,42
996.281684143469,333.852644776925,1,5
331.007475499064,354.34004990384,2,32
85.2075151633471,545.99303076975,1,30
854.467647150159,819.455673452467,2,15
523.029755335301,217.834633542225,3,34
997.034462634474,524.343931348994,2,7
421.88735306263,863.28546074219,2,35
228.629268705845,960.222189314663,3,17
103.561205090955,441.34537037462,2,15
898.880843538791,830.637203529477,2,44
253.843815764412,838.195286924019,3,39
413.355544442311,46.6396743431687,1,11
91.3722147233784,411.216941662133,1,7
811.965348431841,218.370580347255,2,44
609.234184026718,104.530203156173,2,30
545.501794666052,61.5419975947589,1,30
861.157362116501,193.689728621393,2,36
289.155251346529,573.308699764311,1,18
50.2205993980169,683.964914409444,3,40
259.267304092646,616.135568590835,3,46
323.770742630586,448.960551992059,1,42
567.870594793931,392.027863301337,2,35
928.015852114186,649.571208516136,2,42
776.401265989989,540.726340608671,2,28
47.2096658777446,501.358485547826,3,30
950.857065618038,785.214354284108,2,12
940.749450586736,478.022792143747,2,15
623.159539885819,437.153122620657,3,40
67.6700966432691,236.145246541128,2,15
529.665338341147,79.8938155639917,1,38
118.513769935817,145.083922892809,1,19
583.886019652709,210.832501528785,2,37
360.700554447249,727.535567246377,2,42
319.596020039171,138.66783794947,1,7
179.927833611146,68.0264360271394,2,17
812.264104606584,371.593332849443,2,19
802.194394636899,644.698918098584,2,36
543.631174368784,136.199623113498,2,9
312.205930706114,34.135970287025,1,30
163.447919301689,363.068420439959,1,44
766.68807095848,768.044927390292,2,9
559.443447738886,340.414393693209,2,32
267.855025129393,146.8219475355,1,38
81.052043940872,23.828909965232,2,9
634.477413259447,509.341024793684,2,11
525.945492321625,69.5415544323623,3,42
965.132294222713,411.12571884878,2,22
376.645701704547,830.402230843902,2,29
926.919609075412,361.182308522984,2,22
745.982803171501,375.983611913398,1,21
659.987657563761,489.631631877273,1,44
810.356095666066,26.1943254154176,1,14
580.032238969579,720.740906428546,2,30
520.769113907591,75.5176516249776,1,5
953.94267514348,655.362956924364,2,7
698.239875026047,244.466531323269,1,5
167.316363658756,704.679867485538,3,3
595.064208144322,596.81736282073,2,37
746.064114850014,26.2900944799185,2,42
729.92147738114,964.660661760718,3,25
290.013941470534,491.718235658482,2,47
206.610456574708,152.847937773913,2,45
992.741415742785,19.7525166440755,1,21
500.199783127755,335.934044560418,1,20
380.324044963345,812.986127333716,3,28
443.38794099167,425.204998347908,2,43
453.283475944772,249.933056766167,1,4
855.552280554548,798.20227669552,2,43
833.834350341931,269.614375196397,2,2
316.545225447044,281.356291845441,2,22
722.719562938437,226.811765925959,1,2
897.089981939644,632.105224067345,2,44
113.33941295743,813.047748291865,2,15
591.4758045692,725.450790021569,2,30
381.353316828609,255.642924457788,1,7
341.145308921114,268.074682215229,2,35
655.885818181559,404.49472819455,1,21
567.313884617761,228.731630602852,2,44
45.6702790688723,876.272941706702,3,29
416.149206925184,450.113276951015,1,25
237.925201654434,361.529988935217,2,15
841.458009323105,908.484446117654,2,17
399.631769396365,810.317740077153,2,4
188.099123770371,360.419074306265,2,15
158.276429399848,33.3798865322024,1,25
68.7433227431029,194.542084820569,1,5
177.717034006491,51.7893785145134,1,20
614.16470981203,159.288597060367,1,1
670.120371738449,748.92520904541,2,15
631.060025421903,693.109129788354,2,39
371.903298189864,62.9753198008984,1,16
627.07023974508,791.252906667069,1,28
391.859464580193,647.185114677995,3,28
804.218268487602,165.334188146517,2,15
900.453866925091,595.68055276759,2,11
994.441031944007,155.762063339353,2,2
619.51672937721,332.386451307684,1,38
62.5416222028434,713.403571629897,3,7
898.612051503733,807.016125647351,2,30
327.039179392159,882.297897245735,3,25
849.302841816097,120.457199867815,1,44
225.690545281395,170.646327547729,1,14
747.097592335194,770.608363905922,3,46
384.495019679889,576.838889159262,2,17
377.015696372837,605.641766451299,1,5
469.690654892474,522.557505872101,3,45
678.703597281128,833.333927206695,3,31
841.943484963849,516.890310915187,1,14
683.890469372272,79.074494773522,1,12
832.65089080669,818.467534147203,3,30
994.397434871644,127.033456461504,2,45
732.740761479363,542.489850660786,2,19
296.303116716444,99.6854130644351,2,13
230.696099344641,151.601176476106,1,25
914.360583294183,146.217021392658,2,9
332.428477937356,361.914216075093,3,45
556.398497661576,931.912813102826,2,11
581.680471310392,22.6910784840584,2,9
216.867886949331,846.775156678632,3,28
204.810633789748,623.495750129223,3,25
970.049301162362,989.634183933958,2,30
801.175768254325,369.288398884237,2,39
709.841885371134,809.606524650007,2,47
42.3207310959697,4.21646051108837,1,35
32.5292043853551,587.35286956653,3,40
572.317101992667,122.872872743756,2,9
291.054098401219,294.660224579275,1,18
842.133556725457,483.780082548037,2,4
489.622781053185,891.003588214517,3,30
561.916371108964,772.26751903072,3,22
15.4153716284782,17.7766378037632,1,46
532.547577284276,616.70041596517,2,42
961.686386261135,341.597943333909,2,43
738.537542056292,555.681224213913,3,17
776.514194672927,152.202476281673,2,30
728.267216356471,994.912427617237,2,42
314.000332029536,303.96967404522,2,42
179.470645496622,461.892666295171,3,25
318.190819351003,946.15746778436,3,38
425.557632697746,184.671590803191,1,38
629.931556759402,734.495951328427,3,25
150.934895034879,365.231215720996,3,25
165.450467262417,476.480576675385,1,16
319.687753682956,750.642559025437,3,34
297.62477427721,814.751690719277,3,38
829.085622215644,990.541851613671,2,32
524.733211612329,98.4262437559664,2,44
660.099558299407,527.070980519056,3,30
541.228827089071,541.142640402541,2,9
193.682074081153,318.851517513394,3,25
878.959128633142,986.164369620383,2,1
847.636556951329,346.584832761437,2,1
653.279325691983,19.9237416964024,2,19
223.481085617095,778.955840272829,2,19
446.660809684545,790.254357736558,3,33
936.554615851492,406.65149805136,2,15
352.018893929198,920.49061297439,2,42
17.8383882157505,93.3561769779772,1,20
899.492750409991,683.009180705994,2,43
752.917557954788,24.5304917916656,1,44
242.17219511047,830.348385032266,3,45
117.606750689447,40.2469509281218,1,49
713.708176277578,923.317294567823,2,15
940.201690187678,325.237004319206,2,15
619.03295177035,316.972423344851,2,32
331.365957157686,893.13206798397,3,45
585.288303205743,929.607560392469,2,45
869.149788515642,816.106561338529,2,4
821.475565433502,825.00943960622,2,43
538.827325217426,922.874183626845,2,9
187.390920706093,633.069740841165,2,18
598.579708719626,125.001638429239,1,14
498.845857335255,631.029203766957,3,33
417.184229940176,196.804411243647,1,38
422.628513304517,522.120063891634,3,41
856.193069601431,35.1295690052211,2,43
12.719220481813,520.020746858791,3,46
591.229783371091,118.987999623641,1,38
683.789833448827,280.025184387341,2,42
456.471370067447,655.10777127929,1,46
947.672369657084,49.3134711869061,2,22
449.508185032755,785.807052860036,2,15
115.833819145337,371.752903563902,3,3
775.606601499021,388.130746548995,3,28
951.493379659951,108.627523062751,1,5
941.862515173852,612.381907412782,2,12
581.036351853982,310.325865633786,2,39
365.741334157065,144.438590155914,1,21
917.122857877985,355.181891471148,2,29
764.536429662257,626.586289377883,1,7
195.498197106645,320.058271987364,1,20
948.911114130169,416.447072522715,2,22
753.599951043725,988.724698312581,2,39
984.353975392878,210.295296506956,2,9
280.397004447877,251.841766526923,1,2
862.28602565825,316.745403921232,1,7
246.813047677279,443.989172112197,2,47
211.415415629745,42.7305134944618,1,41
647.460348671302,566.260679159313,2,15
781.468120869249,945.172160165384,2,9
905.401350697502,735.383760649711,2,9
121.85800075531,872.253563487902,3,33
623.247648589313,387.414491502568,2,15
991.197845432907,309.417587472126,2,29
307.768640574068,727.855094941333,2,4
5.2642161026597,461.259721079841,3,38
894.735946319997,271.515254164115,1,20
891.34175167419,652.655924204737,2,37
380.885726772249,561.827214201912,2,35
835.892898961902,274.307826533914,2,15
791.383729781955,744.843977503479,2,35
889.496697112918,575.094545492902,2,42
103.946768678725,71.5060033835471,1,45
665.823779301718,69.6389160584658,1,30
777.264510979876,643.680426524952,2,21
830.364716472104,489.72570290789,2,30
210.856321500614,147.635243367404,1,12
190.016204025596,748.747310601175,1,38
352.201401721686,705.592919373885,2,32
169.335516169667,328.272209502757,1,7
85.8919352758676,544.062472647056,3,34
590.342537965626,532.907581888139,1,5
999.783657025546,943.902596598491,3,6
755.720529938117,49.1666179150343,2,30
112.536523723975,965.535925934091,3,46
771.325509995222,194.740630919114,1,7
577.051948057488,965.16943606548,2,15
99.204660160467,200.249957852066,1,16
537.590644322336,415.826817275956,1,30
863.589310552925,545.651047956198,2,28
189.838548656553,400.046629598364,1,44
374.104823218659,638.446466997266,1,30
602.736211614683,598.525413777679,2,22
306.37104716152,425.220820354298,2,12
744.636805728078,898.565987125039,2,44
617.913708090782,874.908560654148,3,17
778.101311996579,211.720084538683,1,7
13.7938999105245,409.593206597492,2,37
12.6968414988369,336.568905506283,1,20
209.012439008802,71.5926371049136,1,2
183.309100102633,454.116097418591,2,23
99.0256678778678,29.609230812639,1,21
433.927451027557,3.81572521291673,2,29
91.7504639364779,667.843768605962,3,39
473.888185573742,351.201711222529,3,2
567.251201486215,540.214661741629,3,46
306.555396877229,308.624204946682,2,21
313.701804494485,640.813905047253,2,29
698.568121530116,560.73360145092,2,22
311.235740548,909.798573236912,3,38
514.239808777347,478.289310820401,2,11
409.50644784607,894.919047364965,3,25
181.229482172057,966.552872676402,3,11
342.219450045377,300.845468183979,1,18
819.731705822051,741.168701089919,2,28
853.779467055574,441.048752516508,2,32
368.168097920716,147.618295857683,1,40
32.8238026704639,883.404175518081,3,20
537.748409900814,750.920885009691,2,19
149.180242791772,700.087649747729,3,28
983.299121260643,720.096210949123,3,11
593.827432254329,40.3502713888884,1,5
577.923647360876,4.70290891826153,1,13
55.0578813999891,525.61698644422,3,30
166.620909236372,114.492740947753,1,5
261.091779684648,800.055399769917,3,33
387.861436465755,241.010822122917,2,43
373.193602077663,532.332399394363,2,39
565.309972269461,62.6042957883328,1,38
56.660323869437,500.425794161856,1,26
133.096844889224,182.846452109516,1,4
852.660208242014,176.979925017804,1,21
26.842795079574,693.615971133113,3,45
822.720689233392,987.21490544267,2,9
319.084324408323,382.853375282139,2,22
796.657431172207,960.082830861211,2,29
703.463375801221,115.242492640391,2,15
968.24754960835,618.151589296758,2,35
178.512173006311,506.03742711246,2,30
746.428098995239,110.878304578364,2,35
753.130596363917,701.875990256667,3,33
546.796278795227,798.045603558421,3,45
936.005328549072,244.360845070332,2,15
468.22053194046,423.298308160156,2,7
577.152162557468,591.78243088536,2,22
197.207005694509,775.587178301066,2,15
955.172905931249,397.632763022557,2,29
575.545991770923,140.348842600361,1,7
609.519989229739,677.381280809641,2,1
448.101761983708,685.140585293993,2,23
283.9962746948,19.9851989746094,1,38
824.469829909503,881.263623479754,3,39
437.275900738314,357.972734374925,1,44
764.994169818237,4.82187140733004,1,25
993.582940893248,809.249587357044,2,15
754.478028742597,13.8939644675702,1,5
857.99824888818,215.358522022143,2,42
498.732818523422,716.525443829596,3,42
633.906983071938,693.261844106019,2,9
290.370176546276,802.134531550109,3,47
587.581250583753,235.472382279113,2,15
652.444935170934,939.110177569091,3,46
527.251561405137,86.3484381698072,1,17
471.349126426503,79.932811204344,1,29
620.738753816113,171.531022526324,1,5
549.397327704355,511.257603066042,3,20
934.303809190169,691.545814974234,2,1
954.571317182854,649.835482472554,2,43
731.000675819814,72.6213729940355,1,44
990.421225549653,795.404226519167,2,9
535.781697370112,782.949226675555,3,45
629.884056048468,201.348629780114,3,30
8.23224452324212,528.803689405322,2,15
986.168406438082,317.037192871794,1,28
519.065082771704,669.727958273143,3,4
662.10074047558,686.004377901554,3,46
631.618617800996,983.720592223108,2,15
734.377874061465,361.276643583551,3,9
668.162800138816,440.439297119156,3,17
641.611923463643,493.257701396942,1,16
583.565581124276,485.425577498972,1,9
740.741472924128,725.874878233299,2,9
544.109943555668,153.033395064995,1,14
695.22962346673,933.651803527027,3,37
23.1130523607135,949.608493363485,3,45
5.23813907057047,403.433640720323,1,44
933.839982608333,123.309767106548,2,30
494.93668298237,583.568116649985,2,15
638.389433035627,415.765598416328,2,35
24.4205351918936,360.461182892323,2,17
668.159913970158,407.143148127943,3,46
75.70771407336,517.24211522378,2,45
778.828858397901,394.556572195143,2,15
549.543482018635,443.217183230445,3,42
658.982718829066,912.680539302528,2,19
236.532052280381,90.6353832688183,1,10
24.0405101794749,714.447826845571,3,40
975.458995206282,527.463404927403,2,35
138.390427688137,886.813790071756,3,34
89.5517328754067,20.1644897460938,2,30
856.531251454726,563.214677385986,3,25
884.585599415004,592.878073453903,1,31
983.005511574447,501.696446444839,2,15
930.172621039674,899.479141458869,2,47
306.485348381102,193.937659729272,1,21
831.543672131374,664.539347402751,2,12
657.991263084114,902.072665048763,3,10
156.407681293786,46.4238491840661,1,5
979.32611592114,952.037630835548,2,28
750.283002154902,609.567377716303,3,33
423.113246681169,688.07945610024,2,9
182.134656235576,146.743866847828,1,44
914.691335521638,9.60771716199815,1,42
575.925189768896,426.237548235804,2,13
303.151664324105,681.216339115053,2,15
825.672189937904,575.50511485897,2,9
236.306877806783,720.839580753818,3,33
91.7930097784847,438.385377172381,3,38
429.659041808918,393.789472291246,1,18
328.053446486592,944.220261182636,3,39
343.997874762863,479.483239119872,1,28
524.319723946974,635.860096430406,2,44
796.697691315785,500.413087196648,2,47
94.9795746710151,656.55574016273,3,45
215.990401105955,453.619171865284,2,22
151.771125849336,458.892009221017,3,3
173.993450356647,342.766716144979,1,9
13.4551802184433,642.50427018851,2,45
661.955796647817,334.67238326557,1,7
369.019927922636,847.005713963881,3,33
982.051748549566,869.009370915592,2,9
460.790755692869,630.39913889952,3,38
326.765479752794,255.134511273354,1,30
541.630261344835,368.113538948819,1,5
136.695222230628,718.839789740741,3,22
26.9944875035435,13.8679554220289,1,2
298.412176780403,32.2767498437315,1,5
343.83637458086,536.653477698565,1,44
313.911259407178,990.533340489492,3,17
326.04951527901,462.266735034063,3,20
